snapshot_id,account_id,snapshot_date,closing_balance
19429,97,2024-09-07,438842.0
43921,202,2024-10-15,227462.72
11063,56,2024-08-12,141791.9
169769,758,2025-01-26,412959.01
37754,173,2025-01-16,294257.05
37884,174,2024-07-07,257275.31
81730,373,2025-02-01,85263.53
50002,232,2025-03-07,472093.77
21783,106,2024-11-12,146434.22
101082,460,2025-03-23,489083.27
55468,260,2024-06-14,278196.69
107261,491,2024-07-12,50871.06
83445,383,2025-02-06,489617.13
78110,360,2024-05-25,163185.11
78854,363,2025-01-10,504809.53
16255,80,2024-08-12,55262.57
177438,789,2025-03-02,461614.93
6663,37,2024-08-08,10032.62
47491,219,2025-02-09,447014.6
48959,226,2025-02-18,352414.94
141242,636,2025-01-04,437469.04
94968,435,2024-10-28,489113.36
33635,153,2024-11-24,335594.88
21274,103,2024-11-06,471967.02
168569,749,2025-02-17,79459.13
129990,588,2025-01-10,77684.34
75819,349,2024-05-06,371276.22
42725,196,2024-12-29,279891.12
116359,531,2024-10-25,46096.33
26941,126,2024-11-27,34288.99
166468,741,2024-06-20,70084.84
66440,303,2024-09-08,150522.88
49847,231,2025-01-08,331534.31
173034,772,2024-11-02,501983.78
150539,677,2024-07-30,170200.93
122769,557,2024-06-17,167850.75
140741,633,2025-01-13,306662.54
146393,659,2024-11-13,73052.22
143045,643,2025-03-13,290890.08
109762,503,2025-03-24,129047.36
31693,146,2024-05-14,173909.63
26289,124,2025-03-25,450025.72
153514,686,2025-01-28,172284.94
177562,790,2024-10-15,63872.87
8967,47,2024-09-21,224913.2
125332,572,2024-12-05,343779.38
26889,126,2024-10-06,13376.17
154297,690,2024-09-10,102919.54
8319,45,2024-09-13,229414.81
13539,68,2025-03-06,65542.88
96564,440,2025-03-07,64900.73
59175,273,2024-11-20,11849.49
104996,478,2025-02-06,370373.22
178721,794,2025-02-02,71797.05
64531,295,2024-11-22,525724.73
149196,671,2024-10-23,102823.67
142890,643,2024-10-09,323038.5
164147,729,2025-02-20,23719.75
160307,715,2024-07-01,325363.62
29357,137,2024-07-24,87783.72
54764,255,2024-11-27,488930.61
172704,771,2025-03-05,154792.18
82026,374,2024-09-01,249324.74
118873,541,2024-10-27,270940.15
24451,117,2024-10-22,279206.4
6189,34,2025-02-28,198025.16
154396,690,2024-12-18,133902.81
119700,544,2024-11-23,187669.45
145427,654,2024-07-07,481504.11
70053,322,2024-08-11,40933.46
18487,91,2024-03-23,262064.29
139105,627,2025-03-10,236277.59
72391,332,2024-11-04,284915.27
108686,497,2024-06-24,50346.19
93736,431,2025-01-02,387513.17
55844,261,2024-10-16,207454.14
47979,223,2025-02-23,24500.51
128698,584,2025-03-31,486964.84
95445,437,2024-09-09,342125.85
7963,44,2024-06-01,142869.13
75031,344,2025-03-12,38490.61
91598,419,2025-03-29,462127.98
104461,475,2025-03-29,139781.84
70130,322,2024-10-27,36977.92
175201,780,2024-09-30,186291.26
153347,686,2024-08-14,194578.67
172960,772,2024-08-20,500713.64
175371,780,2025-03-19,184394.56
55320,258,2024-11-26,9844.67
134063,605,2024-05-13,498918.42
166861,742,2024-05-08,354554.42
136371,616,2024-07-08,479330.73
140374,632,2025-02-01,328496.37
93155,428,2025-01-27,397957.29
90126,412,2025-02-17,400099.0
135495,610,2025-02-28,179444.48
38679,178,2024-12-15,306788.67
114204,520,2024-09-01,476411.56
38991,179,2025-01-17,392582.25
105245,480,2025-01-11,122661.36
141028,636,2024-06-04,461181.86
22303,107,2025-03-11,3181.55
41784,191,2024-10-28,104727.83
3491,20,2025-03-03,186329.44
10275,52,2024-12-26,237374.4
34259,156,2025-03-01,381641.18
175979,784,2024-10-09,201361.81
134592,606,2024-12-23,411900.43
108801,497,2024-10-17,48618.11
152598,683,2024-10-23,224931.24
38565,177,2025-03-16,253438.67
59221,273,2025-01-05,20607.63
74577,341,2025-03-31,358029.29
133504,603,2025-03-06,16734.82
122094,554,2024-09-12,411942.71
48103,224,2024-07-07,140859.97
171722,767,2024-03-27,469233.77
14380,72,2025-03-30,307448.83
49838,231,2024-12-30,333920.38
138734,625,2024-10-27,109336.41
28794,133,2024-09-05,179947.89
120947,550,2024-09-19,299178.91
162381,724,2024-11-08,405298.89
66531,303,2024-12-08,141383.26
73390,337,2024-11-26,425254.64
92243,423,2025-02-11,247612.54
79176,366,2024-06-07,121978.25
119716,544,2024-12-09,191290.72
8876,47,2024-06-22,236460.84
79977,368,2025-02-06,302403.07
108182,493,2025-02-09,503708.57
120614,548,2025-02-18,267747.41
108712,497,2024-07-20,46787.16
77382,354,2024-09-12,148030.5
115052,523,2024-09-23,200522.62
82741,379,2024-12-20,340925.73
139691,629,2025-03-11,332663.16
170906,764,2025-02-28,166280.94
8259,44,2025-03-24,135730.23
28847,133,2024-10-28,158106.81
79551,367,2024-04-11,48261.56
85632,393,2024-05-28,466526.05
93318,429,2025-03-20,442763.36
126680,577,2024-09-15,515305.02
143445,644,2025-02-27,73390.71
38888,179,2024-10-06,390400.75
159410,712,2025-01-01,450952.46
138909,627,2024-08-26,289750.81
35155,160,2024-12-04,335693.21
105393,481,2024-03-26,83085.44
110657,507,2024-12-07,137922.79
100144,456,2025-01-05,241969.7
29239,136,2025-02-10,333333.75
30020,139,2024-06-26,113338.25
78779,363,2024-10-27,487944.59
116127,531,2024-03-07,0.0
6449,35,2025-03-13,270751.38
635,3,2024-08-05,60430.13
47756,221,2024-11-21,173651.93
89279,407,2025-03-31,411887.4
142297,639,2024-12-19,391909.57
73695,338,2024-11-01,275875.67
73805,338,2025-02-19,220580.33
50009,232,2025-03-14,483247.26
9710,50,2024-11-29,156969.35
80796,371,2024-06-18,81688.6
28442,131,2025-01-03,186947.62
54951,257,2024-05-29,66887.4
61191,282,2024-11-10,349095.28
101570,463,2024-11-26,194683.99
138787,625,2024-12-19,108087.53
126351,576,2024-10-09,46748.86
46798,215,2025-03-24,258452.51
2272,14,2024-10-24,243827.17
121684,552,2025-02-27,138019.41
33397,152,2025-03-13,506419.71
163338,727,2024-03-07,459456.12
94398,434,2024-03-25,239961.16
100280,458,2025-01-25,74065.65
124814,568,2025-03-02,156733.3
10796,55,2024-09-19,285440.29
75300,348,2024-02-29,373914.39
71451,328,2024-11-11,453297.08
102178,467,2025-01-28,154347.77
61674,283,2024-12-15,442932.43
134898,608,2024-07-27,477311.95
172782,772,2024-02-24,481562.16
26175,124,2024-12-01,447191.82
74754,342,2025-03-07,101753.16
141403,637,2024-07-23,427633.89
9285,48,2024-10-23,458926.77
133160,599,2024-12-30,157092.88
117106,534,2025-03-29,162021.29
38267,176,2024-11-17,159436.16
131447,593,2024-11-15,69148.98
3579,21,2025-03-30,256272.07
100808,460,2024-06-22,469083.74
142916,643,2024-11-04,310302.51
33672,153,2024-12-31,341497.17
120738,549,2025-01-20,448076.67
108378,494,2024-12-17,408477.13
89456,408,2024-09-05,405973.68
140107,630,2025-02-11,72882.48
87456,398,2025-03-06,277171.3
107716,492,2024-10-03,287879.16
54464,254,2025-03-05,283515.4
120403,548,2024-07-22,308139.5
19950,99,2025-02-03,471511.0
38115,174,2025-02-23,159353.21
36779,169,2024-08-23,268531.68
147856,665,2024-06-17,323681.68
57487,267,2024-04-18,185366.56
5626,31,2025-02-27,402244.64
20069,100,2024-08-30,420985.45
77267,353,2025-02-12,285433.01
172377,768,2025-03-23,443592.3
62884,287,2025-03-22,413960.42
126625,577,2024-07-22,499800.56
27333,127,2025-01-22,397144.63
51153,238,2024-09-07,140150.34
72470,332,2025-01-22,256110.59
130717,591,2024-09-07,466542.11
137090,619,2024-11-16,416945.82
106138,485,2025-03-17,397537.73
110030,505,2024-10-30,83489.84
75314,348,2024-03-14,362085.92
11792,59,2024-04-12,284542.46
109058,499,2025-03-17,287671.82
153398,686,2024-10-04,177788.0
118082,538,2024-05-19,456798.86
150718,677,2025-01-25,180974.05
85233,390,2024-11-04,276607.26
6297,35,2024-10-12,295765.83
17954,88,2025-03-01,150833.72
80235,369,2024-09-22,279718.92
28205,130,2025-03-19,405055.72
19148,93,2024-12-28,293953.87
73242,337,2024-07-01,406659.92
143734,645,2025-03-31,191320.45
5557,31,2024-12-20,402330.24
32933,150,2024-02-22,344546.72
104585,477,2024-12-21,423795.25
141413,637,2024-08-02,418757.74
43596,201,2024-09-30,494613.47
136564,616,2025-01-17,534111.67
12818,64,2024-12-30,300361.94
161001,717,2024-10-25,162657.32
53644,249,2024-09-16,340836.64
178558,793,2024-11-09,219344.61
161417,719,2025-02-01,423027.52
79207,366,2024-07-08,126462.85
40489,186,2024-07-24,289450.11
86505,395,2024-08-24,161573.98
161342,718,2025-03-26,262651.28
79566,367,2024-04-26,50627.84
56169,262,2024-08-30,274440.16
66929,305,2024-12-25,284758.33
67567,308,2024-12-19,76108.53
100279,458,2025-01-24,73043.76
173789,775,2024-05-20,245220.28
131126,592,2025-03-08,195083.84
94394,434,2024-03-21,229282.65
35965,165,2024-11-17,90992.38
9411,48,2025-02-26,463717.83
144214,649,2025-02-10,261479.57
17089,84,2024-12-16,69081.47
65884,301,2025-02-14,453114.53
35376,161,2025-01-11,448221.24
60258,277,2025-03-05,319041.64
146748,661,2024-04-07,231085.6
11376,57,2025-02-13,72047.31
138590,623,2024-12-13,369790.67
108920,497,2025-02-13,56104.17
51463,239,2025-02-16,379239.31
40012,184,2024-12-26,450112.09
91222,419,2024-03-18,495403.56
143221,644,2024-07-18,52293.8
26964,126,2024-12-20,24432.69
99707,455,2024-02-15,146958.53
52998,246,2024-10-31,166504.88
39512,181,2025-02-19,161824.58
134170,605,2024-08-28,498586.69
104720,478,2024-05-06,383719.11
18651,91,2024-09-03,254410.14
65731,300,2024-12-26,35378.83
6529,36,2025-02-19,307859.18
112796,515,2025-01-27,64119.88
81954,374,2024-06-21,218917.78
156742,698,2024-06-26,227675.92
15213,76,2024-04-02,507455.97
122944,557,2024-12-09,155845.33
126017,574,2025-02-26,61040.69
21093,103,2024-05-09,473606.17
155046,692,2024-08-21,400621.31
111580,510,2025-03-07,439175.79
138080,622,2024-08-11,100113.43
72668,334,2024-08-28,231316.64
37425,172,2024-11-10,41649.86
60430,279,2024-05-05,316594.18
168755,750,2025-03-12,418821.63
26880,126,2024-09-27,21200.59
16719,82,2024-10-04,164958.19
72898,335,2025-02-02,207080.18
56536,264,2024-09-17,493577.15
89860,411,2024-11-15,180139.13
55478,260,2024-06-24,278478.94
70968,326,2025-01-27,98455.04
18408,90,2025-01-26,108234.45
162923,726,2024-03-07,286298.67
72761,334,2024-11-29,256838.31
48351,224,2025-03-12,113505.63
173591,774,2024-12-01,424966.0
146149,658,2024-08-26,158567.93
35480,162,2024-12-15,341956.61
28133,130,2025-01-06,424935.05
50311,234,2024-11-13,403695.81
45959,212,2025-02-13,310257.67
75516,348,2024-10-02,341537.88
111195,510,2024-02-16,356625.4
47437,218,2025-02-06,134500.77
120068,546,2025-01-12,397508.73
55713,260,2025-02-14,282056.51
133107,599,2024-11-07,119499.67
126107,575,2024-10-14,439594.57
102409,468,2024-11-03,0.0
80758,371,2024-05-11,89211.76
149642,674,2025-01-10,238308.36
139127,628,2024-01-08,338144.54
139002,627,2024-11-27,249979.71
135630,612,2024-04-30,133666.77
176557,786,2024-12-09,437020.17
47514,219,2025-03-04,456010.37
149297,671,2025-02-01,113688.06
136148,615,2025-01-20,101514.29
108459,494,2025-03-08,439104.53
37593,173,2024-08-08,333220.73
47325,217,2025-03-14,79745.81
161156,717,2025-03-29,190386.96
151502,681,2024-02-07,63488.21
78304,360,2024-12-05,172969.2
81203,372,2024-09-09,507379.4
69996,322,2024-06-15,47738.28
25221,120,2025-03-10,445137.44
63097,289,2025-03-05,129254.16
49500,228,2024-08-03,212479.84
153171,685,2024-12-30,411784.74
51224,238,2024-11-17,122746.65
59090,273,2024-08-27,39615.07
18041,89,2025-02-16,480591.25
76008,349,2024-11-11,408417.4
108969,498,2025-01-09,354416.13
52886,246,2024-07-11,165653.98
91956,422,2024-09-18,314947.93
73624,338,2024-08-22,270522.97
20852,102,2024-11-09,108938.2
26977,126,2025-01-02,21642.98
67016,305,2025-03-22,308957.6
88878,406,2024-08-05,250664.52
165549,735,2025-03-22,459136.13
169037,752,2025-03-31,456510.67
29066,136,2024-08-21,325721.71
126716,577,2024-10-21,516905.51
178305,792,2024-08-24,392766.33
106921,488,2024-12-16,150284.74
21992,107,2024-05-04,28002.67
148207,666,2024-05-07,201367.32
12532,62,2025-03-16,450673.52
93019,427,2024-12-12,332003.16
49886,231,2025-02-16,321554.58
62883,287,2025-03-21,413125.69
94880,435,2024-08-01,501203.27
75097,345,2024-12-05,36181.52
151856,681,2025-01-26,113076.5
65337,299,2024-12-27,139153.87
2168,14,2024-07-12,242186.99
61640,283,2024-11-11,442072.22
16191,80,2024-06-09,42159.89
128428,583,2024-10-11,33068.97
127207,578,2025-01-10,395004.27
65062,298,2025-01-23,193912.19
32987,150,2024-04-16,361288.84
94875,435,2024-07-27,505167.95
15706,77,2025-03-12,11948.59
153047,685,2024-08-28,381454.68
12622,63,2024-10-11,120486.24
63289,290,2024-06-18,459813.14
16190,80,2024-06-08,41185.71
32777,149,2024-12-08,377525.66
104980,478,2025-01-21,366749.14
169278,755,2024-12-28,139513.36
95814,438,2024-09-18,12458.76
60811,280,2025-03-13,124530.95
76504,351,2024-05-31,120908.02
19258,94,2025-02-20,360286.76
67786,309,2025-02-15,309142.35
151085,679,2024-09-15,193278.54
67015,305,2025-03-21,309818.25
103664,473,2024-11-24,354448.03
77911,357,2024-12-31,151297.39
122850,557,2024-09-06,163363.81
96950,443,2024-12-30,230630.94
143562,645,2024-10-10,234729.79
106001,484,2024-12-03,237767.36
14513,74,2024-03-16,155456.32
176919,787,2024-10-10,40610.49
19069,93,2024-10-10,312267.33
125317,572,2024-11-20,334568.24
76830,352,2024-08-11,197250.09
164451,732,2024-04-15,220559.79
2768,17,2024-11-05,362950.64
107491,491,2025-02-27,26328.11
15631,77,2024-12-27,26016.36
152475,683,2024-06-22,226179.25
168108,748,2024-11-03,465517.1
148284,666,2024-07-23,204961.4
99417,453,2025-03-06,385496.36
63086,289,2025-02-22,117473.59
51262,238,2024-12-25,126592.98
126839,577,2025-02-21,522209.46
24444,117,2024-10-15,275079.66
102883,470,2024-10-18,43246.58
91212,419,2024-03-08,503240.19
178620,793,2025-01-10,228313.04
127109,578,2024-10-04,385994.29
66828,305,2024-09-15,292672.75
144046,649,2024-08-26,259391.61
41088,189,2024-07-14,260782.38
177853,791,2024-07-21,263008.8
103175,471,2024-12-28,88960.28
29702,138,2024-09-10,383644.16
127260,578,2025-03-04,372252.42
55817,261,2024-09-19,196708.44
145777,656,2024-09-20,379127.34
123139,558,2025-03-21,112637.83
88294,403,2025-01-02,197819.12
100131,456,2024-12-23,249113.11
144396,651,2024-02-05,348911.98
103396,472,2024-08-25,68151.23
57891,268,2024-03-19,313325.64
98579,451,2024-07-18,447985.53
170941,765,2024-04-15,492891.7
155818,694,2024-09-12,9228.77
63810,292,2025-03-08,449699.76
136927,618,2025-02-11,129868.43
87640,399,2025-02-26,186082.29
160365,715,2024-08-28,326262.35
27840,129,2025-03-24,411138.47
178901,796,2025-02-03,419514.32
111959,512,2024-05-23,481509.93
136582,616,2025-02-04,536139.01
53528,248,2025-01-18,254061.25
43019,197,2025-01-31,268053.03
145066,653,2024-09-29,257769.12
169962,759,2024-12-13,264142.97
69791,320,2025-01-20,483045.89
94391,434,2024-03-18,229476.37
165017,733,2024-09-12,437863.66
98325,450,2025-01-13,375622.99
176503,786,2024-10-16,445713.11
49591,228,2024-11-02,241408.8
100003,455,2024-12-07,117984.31
66206,302,2025-02-08,292700.55
149206,671,2024-11-02,100638.9
86431,395,2024-06-11,173219.97
35872,165,2024-08-16,102495.36
14152,70,2025-03-03,206461.3
12563,63,2024-08-13,109766.9
77128,353,2024-09-26,299049.43
142598,640,2024-11-24,421533.92
33046,150,2024-06-14,355057.25
97498,446,2024-06-10,311663.44
123687,563,2024-10-28,269981.71
134105,605,2024-06-24,489968.9
62582,287,2024-05-24,410293.27
128773,585,2024-07-02,429970.41
43843,202,2024-07-29,246975.05
103166,471,2024-12-19,82618.54
83200,382,2025-02-08,251598.51
63586,291,2024-10-19,10150.94
144302,650,2025-01-25,330475.85
82784,379,2025-02-01,350504.6
157110,699,2025-01-31,8232.2
134665,606,2025-03-06,391370.4
71563,328,2025-03-03,447880.13
101173,462,2024-06-23,467743.22
163341,727,2024-03-10,458929.25
77480,354,2024-12-19,166105.59
62898,288,2024-12-31,483633.38
164550,732,2024-07-23,206926.46
128427,583,2024-10-10,34788.96
40536,186,2024-09-09,300916.54
142740,641,2025-02-11,131893.23
50634,235,2024-10-24,425579.85
167469,744,2025-03-09,54238.37
29525,137,2025-01-08,72574.49
156213,695,2024-09-03,33692.61
30482,140,2025-01-19,52926.38
68548,314,2024-12-17,1832.02
71841,329,2025-03-30,418523.14
178451,792,2025-01-17,413586.16
14118,70,2025-01-28,220170.62
43344,198,2024-12-12,25597.66
13248,67,2024-10-06,441893.38
28925,133,2025-01-14,143206.49
101079,460,2025-03-20,485385.57
107184,490,2025-03-04,374484.35
89719,410,2025-02-04,138412.0
24242,116,2024-10-03,144653.19
166274,740,2025-02-15,28606.29
166420,741,2024-05-03,63790.85
68404,312,2025-01-17,196149.42
33825,154,2025-02-20,431612.83
96141,439,2025-03-26,217923.97
168000,747,2025-01-03,226111.15
50732,235,2025-01-30,399776.78
69456,319,2024-11-26,176243.78
86197,394,2024-10-08,105040.32
77108,353,2024-09-06,292351.23
31868,146,2024-11-05,167735.56
118284,538,2024-12-07,425588.46
12534,62,2025-03-18,453389.87
175879,784,2024-07-01,172272.07
8280,45,2024-08-05,209567.98
90401,415,2024-05-08,394806.52
116683,533,2025-01-22,468993.78
78190,360,2024-08-13,141960.99
88897,406,2024-08-24,239082.74
126449,576,2025-01-15,76074.36
21357,103,2025-01-28,467620.87
158229,706,2024-07-22,272178.74
13211,65,2025-03-30,140274.71
166423,741,2024-05-06,64909.51
141627,637,2025-03-04,410819.44
16104,80,2024-03-14,33220.83
99682,455,2024-01-21,137829.6
90295,414,2025-02-21,356149.34
67961,310,2024-10-08,357780.09
131760,594,2025-03-04,401427.73
65176,299,2024-07-19,148470.58
147169,662,2025-01-04,523091.65
7196,40,2024-09-13,49673.08
56469,263,2025-01-29,270551.92
104746,478,2024-06-01,381539.4
88013,401,2025-02-06,453597.0
57026,265,2025-03-18,66301.1
56354,262,2025-03-03,253058.82
98147,449,2025-02-26,405502.5
4947,29,2024-08-23,296801.99
1646,11,2025-02-17,17777.75
9883,51,2024-12-02,92304.73
31241,143,2025-03-02,206499.71
64285,295,2024-03-21,496416.24
4655,27,2024-12-21,42680.27
53880,251,2025-03-03,233363.5
107153,489,2025-03-10,284619.03
59828,276,2024-12-30,134000.54
46878,216,2024-04-29,380962.23
42827,197,2024-07-23,298183.54
49066,227,2024-06-30,35324.54
102465,468,2024-12-29,2708.36
16040,79,2025-03-13,414170.13
417,2,2024-11-27,236625.4
150466,677,2024-05-18,163936.59
38247,176,2024-10-28,145495.64
129584,587,2024-12-03,188006.99
153506,686,2025-01-20,179821.82
174573,778,2024-09-21,38881.01
39954,184,2024-10-29,427963.21
129626,587,2025-01-14,179829.3
67253,306,2025-03-01,89479.0
78050,360,2024-03-26,165974.11
128617,584,2025-01-09,480593.05
113041,517,2024-06-21,39137.12
42803,196,2025-03-17,286149.51
64251,295,2024-02-16,485233.6
96158,440,2024-01-26,99186.1
68850,317,2024-10-23,260744.66
137027,619,2024-09-14,423128.78
95371,437,2024-06-27,308621.71
129024,585,2025-03-10,465147.0
128004,581,2024-09-10,75546.01
14869,74,2025-03-07,171391.02
163110,726,2024-09-10,314083.44
76242,350,2024-10-19,158556.62
116139,531,2024-03-19,9671.46
94110,432,2024-12-30,56739.28
58413,270,2024-10-20,401266.65
44012,202,2025-01-14,260242.51
66815,305,2024-09-02,301562.94
3058,18,2024-07-01,146183.93
147368,663,2025-02-21,72367.45
101139,462,2024-05-20,475902.87
137383,620,2024-11-04,146351.12
60271,277,2025-03-18,320049.12
23293,113,2024-08-26,32245.52
21177,103,2024-08-01,476113.02
143735,646,2024-12-06,266858.59
176883,787,2024-09-04,40283.33
164825,733,2024-03-04,425710.91
3431,20,2025-01-02,198386.44
82503,377,2025-03-20,159608.48
30480,140,2025-01-17,54436.6
53183,247,2025-01-08,314534.59
161344,718,2025-03-28,261066.62
173645,774,2025-01-24,403974.38
41637,191,2024-06-03,80541.38
67749,309,2025-01-09,301283.55
146937,661,2024-10-13,203278.13
127574,580,2024-08-01,429619.7
44143,203,2025-01-23,237764.57
128884,585,2024-10-21,429504.28
64863,297,2024-09-28,199627.64
29938,139,2024-04-05,138069.23
113721,519,2024-05-07,72446.69
163355,727,2024-03-24,463321.47
69348,319,2024-08-10,181667.56
15132,75,2025-01-23,226501.06
127696,580,2024-12-01,429052.47
140873,635,2024-12-07,173407.75
179610,799,2024-10-24,458583.42
141227,636,2024-12-20,438746.77
107352,491,2024-10-11,56206.33
157454,703,2025-02-11,67123.99
33213,150,2024-11-28,372101.37
62248,286,2024-05-23,119776.11
162410,724,2024-12-07,405432.63
77723,355,2025-03-29,406300.36
71185,327,2025-01-19,138023.04
38999,179,2025-01-25,387440.29
79458,366,2025-03-16,134050.4
32460,148,2024-11-07,459381.55
11178,56,2024-12-05,146981.56
174224,776,2025-03-31,325356.21
54538,255,2024-04-15,449278.89
18792,91,2025-01-22,231043.26
118605,540,2024-10-21,389680.67
150173,676,2024-08-24,380904.31
132665,597,2025-03-20,407664.01
77624,355,2024-12-20,409913.01
28154,130,2025-01-27,415228.9
105122,479,2024-11-30,84657.99
76890,352,2024-10-10,199293.09
164594,732,2024-09-05,209870.14
59911,276,2025-03-23,180905.31
44685,205,2025-02-28,282921.19
56287,262,2024-12-26,266932.83
150655,677,2024-11-23,170304.58
24594,117,2025-03-14,280591.46
107264,491,2024-07-15,49752.33
149035,670,2024-11-13,69167.09
135875,612,2024-12-31,116535.87
8444,45,2025-01-16,232545.77
16290,80,2024-09-16,55087.97
16307,80,2024-10-03,44967.71
42127,192,2024-12-22,197115.0
73061,336,2025-01-27,492950.97
61470,283,2024-05-25,451230.42
114559,521,2024-12-24,257824.76
65355,299,2025-01-14,143375.52
179051,797,2024-11-09,335618.9
14992,75,2024-09-05,246002.3
94624,434,2024-11-06,188225.52
26857,126,2024-09-04,21380.57
137121,619,2024-12-17,427726.58
110583,507,2024-09-24,159465.77
112820,515,2025-02-20,49835.36
74240,341,2024-04-28,347619.0
102954,470,2024-12-28,52721.67
64831,297,2024-08-27,197706.27
41630,191,2024-05-27,71884.52
21487,106,2024-01-21,117219.14
45172,208,2024-11-27,122165.44
119690,544,2024-11-13,191152.59
60880,281,2025-01-10,231657.47
66381,303,2024-07-11,133946.1
130225,589,2024-09-06,484372.39
165993,738,2024-11-30,313117.5
99038,452,2025-02-18,113158.29
78305,360,2024-12-06,174248.41
125761,573,2025-01-29,201030.19
89941,411,2025-02-04,154825.72
108326,494,2024-10-26,440824.83
76989,352,2025-01-17,153403.92
22253,107,2025-01-20,0.0
79344,366,2024-11-22,123540.04
44098,203,2024-12-09,231648.08
134075,605,2024-05-25,494377.01
111036,508,2025-01-24,32821.24
25256,122,2024-03-16,392855.58
6348,35,2024-12-02,302240.65
108318,494,2024-10-18,437003.8
104973,478,2025-01-14,370838.14
25505,122,2024-11-20,400529.63
115264,524,2025-01-04,341775.93
110217,506,2024-10-29,283533.08
65424,299,2025-03-24,137853.92
134268,605,2024-12-04,472057.4
178375,792,2024-11-02,393481.64
10885,55,2024-12-17,264787.7
150166,676,2024-08-17,386450.92
161400,719,2025-01-15,422102.18
99027,452,2025-02-07,115757.14
61167,282,2024-10-17,339076.94
2441,15,2025-02-19,228228.53
40742,187,2024-08-13,475800.41
175982,784,2024-10-12,198722.18
65535,300,2024-06-13,61767.79
170098,760,2024-10-06,400863.71
27543,129,2024-05-31,395814.57
89804,411,2024-09-20,184337.75
104871,478,2024-10-04,372696.89
64176,293,2025-02-12,254417.64
2344,14,2025-01-04,269177.78
93928,432,2024-07-01,27540.09
45219,208,2025-01-13,131236.79
8510,45,2025-03-23,236673.82
171700,767,2024-03-05,479714.85
24234,116,2024-09-25,148334.19
31865,146,2024-11-02,166246.21
51491,239,2025-03-16,382246.1
105205,479,2025-02-21,71763.37
45805,212,2024-09-12,263064.37
130290,589,2024-11-10,491664.76
98982,452,2024-12-24,113399.08
115212,523,2025-03-02,207845.21
172666,770,2025-03-07,245211.02
150808,678,2024-12-29,281199.32
45021,208,2024-06-29,85163.29
54586,255,2024-06-02,472220.52
39609,182,2024-09-13,131697.93
115812,528,2025-03-11,500096.21
161661,721,2024-07-26,454373.06
73892,339,2025-01-22,56012.38
54734,255,2024-10-28,485347.13
174252,777,2024-07-01,13191.78
168245,748,2025-03-20,476291.8
157294,701,2025-03-11,213292.53
114584,521,2025-01-18,248163.22
121339,551,2025-02-14,100122.61
38855,179,2024-09-03,383301.68
178906,796,2025-02-08,422419.5
92235,423,2025-02-03,250841.54
101549,463,2024-11-05,192490.36
62393,286,2024-10-15,169902.65
136521,616,2024-12-05,531695.62
78288,360,2024-11-19,164756.24
86356,394,2025-03-16,116843.12
159702,713,2025-03-30,496506.57
78266,360,2024-10-28,158978.34
2661,16,2025-01-14,443942.79
36076,165,2025-03-08,96757.87
85534,392,2025-03-07,406051.1
106021,484,2024-12-23,235985.66
2784,17,2024-11-21,350416.14
61152,282,2024-10-02,331811.53
41361,190,2024-08-22,142582.75
125022,570,2025-02-25,330955.41
123161,559,2025-01-29,219738.35
167928,747,2024-10-23,219775.09
42527,195,2024-10-04,79903.93
21647,106,2024-06-29,142572.86
71292,328,2024-06-05,459396.12
168997,752,2025-02-19,457190.75
125836,574,2024-08-29,21644.7
8429,45,2025-01-01,235579.59
42010,192,2024-08-27,198962.05
135036,608,2024-12-12,522319.39
101199,462,2024-07-19,471034.28
12383,60,2024-12-08,383330.77
45274,208,2025-03-09,118430.41
69870,321,2024-12-14,329790.37
165285,734,2024-12-03,120282.23
14040,70,2024-11-11,238015.36
78660,362,2025-01-10,324080.14
6220,34,2025-03-31,187610.89
47797,221,2025-01-01,176172.13
141292,636,2025-02-23,424881.18
55549,260,2024-09-03,258754.83
121651,552,2025-01-25,134296.15
143331,644,2024-11-05,42492.31
127021,578,2024-07-08,384506.91
21502,106,2024-02-05,122183.88
23874,115,2024-10-03,331209.28
51678,240,2024-12-14,12830.96
151482,681,2024-01-18,68155.57
23647,114,2024-10-26,12491.33
119336,543,2025-01-21,9174.35
2317,14,2024-12-08,265153.65
140310,631,2025-03-27,419869.65
76496,351,2024-05-23,118319.35
144886,652,2024-12-10,226546.88
13284,67,2024-11-11,443318.41
140600,633,2024-08-25,320636.84
3871,24,2024-11-24,339185.12
114764,522,2024-12-31,147812.89
5091,29,2025-01-14,313004.15
79305,366,2024-10-14,108486.5
158249,706,2024-08-11,268411.08
32343,147,2024-12-10,21050.59
5981,33,2025-01-30,30299.7
85220,390,2024-10-22,277784.52
166513,741,2024-08-04,87116.4
134613,606,2025-01-13,402957.34
155937,694,2025-01-09,9449.33
14306,72,2025-01-15,307352.52
152232,682,2024-12-30,364443.68
145654,654,2025-02-19,469871.81
38471,177,2024-12-12,226305.81
114443,521,2024-08-30,257404.69
140653,633,2024-10-17,318703.24
178314,792,2024-09-02,390733.82
108838,497,2024-11-23,47224.26
147086,661,2025-03-11,203947.95
170441,762,2025-03-20,262657.17
99824,455,2024-06-11,131071.98
95102,435,2025-03-11,492927.14
60610,279,2024-11-01,352524.43
166176,740,2024-11-09,14335.01
172504,769,2025-03-13,245974.25
19846,98,2025-03-22,261525.42
114260,520,2024-10-27,457052.61
132199,596,2025-03-09,48412.84
